sinh(-2*x)	-2*x - 4*x**3/3
(2*x**2+6)*exp(-7*x**3-5)-(3*x**3/6)*sinh(-4*x**3+6)+(5*x**3+3)*tan(-7*x**3)	6*exp(-5) + 2*x**2*exp(-5) + x**3*(-sinh(6)/2 - 21 - 42*exp(-5))
(3*x**2-3)*tan(6*x+5)-tan(3*x**3/4)	-3*tan(5) + x*(-18*tan(5)**2 - 18) + x**2*(-105*tan(5) - 108*tan(5)**3) + x**3*(-648*tan(5)**4 - 846*tan(5)**2 - 795/4) + x**4*(-2484*tan(5) - 6372*tan(5)**3 - 3888*tan(5)**5)
(6*x**2+3)*cosh(3*x/4)-tan(4*x**2)+sin(8*x**2+2)	3 + sin(2) + x**2*(8*cos(2) + 91/32) + x**4*(3537/2048 - 32*sin(2))
tan(-9*x**3-6)-cos(-4*x**3-3)	-cos(3) - tan(6) + x**3*(-9 - 9*tan(6)**2 + 4*sin(3))
(6*x**2+7)*cos(-3*x**2/5)+(4*x**2-6)*cos(6*x**2/7)	1 + 10*x**2 + 2313*x**4/2450
-(3*x**3-8)*exp(2*x**3+7)+(5*x**2/9)*tan(2*x**3-9)	8*exp(7) - 5*x**2*tan(9)/9 + 13*x**3*exp(7)
-tan(5*x**3-8)	tan(8) + x**3*(-5*tan(8)**2 - 5)
-exp(2*x**3-3)+(8*x**3+1)*sinh(7*x**3+2)+(5*x**2-1)*ln(3*x+9)	sinh(2) - exp(-3) - log(9) - x/3 + x**2*(1/18 + 5*log(9)) + x**3*(-2*exp(-3) + 134/81 + 7*cosh(2) + 8*sinh(2)) - 89*x**4/324
(2*x**3)*exp(4*x**2/4)+(3*x**3+1)*sin(-3*x+3)	sin(3) - 3*x*cos(3) - 9*x**2*sin(3)/2 + x**3*(9*cos(3)/2 + 3*sin(3) + 2) + x**4*(27*sin(3)/8 - 9*cos(3))
cos(6*x-9)/exp(3*x+1)+(7*x)*cosh(-9*x**2/3)	exp(-1)*cos(9) + x*(6*exp(-1)*sin(9) - 3*exp(-1)*cos(9) + 7) + x**2*(-18*exp(-1)*sin(9) - 27*exp(-1)*cos(9)/2) + x**3*(99*exp(-1)*cos(9)/2 - 9*exp(-1)*sin(9)) + x**4*(-189*exp(-1)*cos(9)/8 + 81*exp(-1)*sin(9))
sinh(-9*x**3)	-9*x**3
-(7*x+1)*exp(-7*x-2)/(9*x**2/8)*sinh(3*x/2)	-4*exp(-2)/(3*x) + 193*x*exp(-2)/6 - 1372*x**2*exp(-2)/9 + 197933*x**3*exp(-2)/480 - 72373*x**4*exp(-2)/90
(6*x-5)*cos(3*x**3+2)	-5*cos(2) + 6*x*cos(2) + 15*x**3*sin(2) - 18*x**4*sin(2)
cos(-2*x**2-4)+ln(9*x**3+5)+(7*x**2/2)*sinh(5*x-4)	log(5) + cos(4) + x**2*(-7*sinh(4)/2 - 2*sin(4)) + x**3*(9/5 + 35*cosh(4)/2) + x**4*(-175*sinh(4)/4 - 2*cos(4))
sinh(-4*x**3-4)	-sinh(4) - 4*x**3*cosh(4)
tan(7*x-3)/exp(5*x-2)+(8*x/3)*exp(4*x**3-3)	-exp(2)*tan(3) + x*(5*exp(2)*tan(3) + 8*exp(-3)/3 + 7*exp(2)*tan(3)**2 + 7*exp(2)) + x**2*(-35*exp(2) - 35*exp(2)*tan(3)**2 - 49*exp(2)*tan(3)**3 - 123*exp(2)*tan(3)/2) + x**3*(1595*exp(2)*tan(3)/6 + 245*exp(2)*tan(3)**3 + 343*exp(2)*tan(3)**4 + 3269*exp(2)*tan(3)**2/6 + 1211*exp(2)/6) + x**4*(-1435*exp(2)/2 - 4865*exp(2)*tan(3)**2/2 - 1715*exp(2)*tan(3)**4 + 32*exp(-3)/3 - 2401*exp(2)*tan(3)**5 - 27685*exp(2)*tan(3)**3/6 - 53741*exp(2)*tan(3)/24)
exp(2*x**3+3)-(4*x**3+3)*sinh(-6*x)	exp(3) + 18*x + x**3*(2*exp(3) + 108) + 24*x**4
-sinh(9*x**2+8)	-sinh(8) - 9*x**2*cosh(8) - 81*x**4*sinh(8)/2
(4*x**2+7)*exp(-8*x**2/3)/tan(5*x/8)	56/(5*x) - 997*x/40 + 593813*x**3/23040
cosh(-3*x**3+4)-tan(-3*x**2/6)	cosh(4) + x**2/2 - 3*x**3*sinh(4)
exp(7*x/7)	1 + x + x**2/2 + x**3/6 + x**4/24
-(9*x**2+1)*cos(-8*x/3)	-1 - 49*x**2/9 + 7264*x**4/243
-(3*x**2+4)*cos(6*x**2/5)+exp(7*x**3+7)+ln(4*x+1)	exp(7) - 4 + 4*x - 11*x**2 + x**3*(64/3 + 7*exp(7)) - 1528*x**4/25
-exp(-6*x**3/7)/(3*x**2/5)*exp(-6*x**2+4)+(9*x**3/2)*exp(7*x/5)	-5*exp(4)/(3*x**2) + 10*exp(4) + 10*x*exp(4)/7 - 30*x**2*exp(4) + x**3*(9/2 - 60*exp(4)/7) + x**4*(63/10 + 2910*exp(4)/49)
(7*x**2/6)*exp(8*x**2+5)-(9*x-7)*cos(9*x**3/9)	7 - 9*x + 7*x**2*exp(5)/6 + 28*x**4*exp(5)/3
(5*x**3+7)*tanh(-5*x**2)	-35*x**2
(3*x**2+7)*exp(2*x-4)+exp(-4*x+8)-(7*x**2-5)*tan(-8*x+2)	exp(8) + 7*exp(-4) + 5*tan(2) + x*(-4*exp(8) - 40*tan(2)**2 - 40 + 14*exp(-4)) + x**2*(320*tan(2)**3 + 313*tan(2) + 17*exp(-4) + 8*exp(8)) + x**3*(-2560*tan(2)**4 - 32*exp(8)/3 - 10072*tan(2)**2/3 - 2392/3 + 46*exp(-4)/3) + x**4*(20480*tan(2)**5 + 101056*tan(2)**3/3 + 39616*tan(2)/3 + 32*exp(-4)/3 + 32*exp(8)/3)
-(3*x**3-8)*cos(8*x+5)	8*cos(5) - 64*x*sin(5) - 256*x**2*cos(5) + x**3*(2048*sin(5)/3 - 3*cos(5)) + x**4*(24*sin(5) + 4096*cos(5)/3)
-(5*x**2+3)*cos(3*x+2)	-3*cos(2) + 9*x*sin(2) + 17*x**2*cos(2)/2 + 3*x**3*sin(2)/2 + 99*x**4*cos(2)/8
-tanh(9*x/4)-cosh(-9*x**3+9)	-cosh(9) - 9*x/4 + x**3*(243/64 + 9*sinh(9))
(6*x-8)*tan(-2*x**2/2)	8*x**2 - 6*x**3
-tan(-7*x**3+7)/(2*x**3-4)*sin(4*x**2)+exp(-7*x**2/8)	1 + x**2*(-7/8 + tan(7)) + 49*x**4/128
-exp(-5*x**2/5)	-1 + x**2 - x**4/2
-(3*x**2+4)*sin(-9*x+8)+(5*x/9)*exp(-5*x**3+2)/tan(-9*x**3/2)	-10*exp(2)/(81*x**2) - 4*sin(8) + x*(36*cos(8) + 50*exp(2)/81) + 159*x**2*sin(8) - 459*x**3*cos(8) + x**4*(-972*sin(8) - 115*exp(2)/162)
-cosh(2*x**2-3)+tanh(7*x**2+9)-(5*x**2/6)*tanh(6*x+9)	tanh(9) - cosh(3) + x**2*(-7*tanh(9)**2 - 5*tanh(9)/6 + 7 + 2*sinh(3)) + x**3*(-5 + 5*tanh(9)**2) + x**4*(-2*cosh(3) - 19*tanh(9) + 19*tanh(9)**3)
-tanh(6*x**2)-exp(2*x-1)	-exp(-1) - 2*x*exp(-1) + x**2*(-6 - 2*exp(-1)) - 4*x**3*exp(-1)/3 - 2*x**4*exp(-1)/3
exp(9*x**2-5)+ln(-4*x+2)+cos(-9*x**2/7)	1 + log(2) + exp(-5) - 2*x + x**2*(-2 + 9*exp(-5)) - 8*x**3/3 + x**4*(-473/98 + 81*exp(-5)/2)
exp(4*x**2-5)+(8*x/9)*tan(-9*x-1)	exp(-5) - 8*x*tan(1)/9 + x**2*(-8*tan(1)**2 - 8 + 4*exp(-5)) + x**3*(-72*tan(1)**3 - 72*tan(1)) + x**4*(-648*tan(1)**4 - 864*tan(1)**2 - 216 + 8*exp(-5))
-exp(-4*x+2)	-exp(2) + 4*x*exp(2) - 8*x**2*exp(2) + 32*x**3*exp(2)/3 - 32*x**4*exp(2)/3
-(5*x**2/7)*cos(-6*x+2)/cosh(5*x**2-6)-(7*x/5)*exp(-2*x**3/7)	-7*x/5 - 5*x**2*cos(2)/(7*cosh(6)) - 30*x**3*sin(2)/(7*cosh(6)) + x**4*(90*cos(2)/(7*cosh(6)) - 25*cos(2)*sinh(6)/(7*cosh(6)**2) + 2/5)
(3*x-7)*cos(-7*x**2-9)-(8*x**3+3)*sin(-2*x**2/6)	-7*cos(9) + 3*x*cos(9) + x**2*(1 + 49*sin(9)) - 21*x**3*sin(9) + 343*x**4*cos(9)/2
(5*x**3+7)*tan(6*x**2/3)	14*x**2
-(2*x)*exp(-7*x**2/8)/(6*x**2/8)*tan(4*x**2/9)	-32*x/27 + 28*x**3/27
-(9*x**3/4)*sin(-3*x**2-5)/tan(-5*x**2+4)	9*x**3*sin(5)/(4*tan(4))
-(8*x**2-5)*sinh(-4*x**2+7)/(4*x**3+1)*exp(-4*x**2+9)	5*exp(9)*sinh(7) + x**2*(-28*exp(9)*sinh(7) - 20*exp(9)*cosh(7)) - 20*x**3*exp(9)*sinh(7) + x**4*(112*exp(9)*sinh(7) + 112*exp(9)*cosh(7))
tan(9*x**2-8)	-tan(8) + x**2*(9 + 9*tan(8)**2) + x**4*(-81*tan(8) - 81*tan(8)**3)
(9*x**3-8)*tan(8*x+8)	-8*tan(8) + x*(-64*tan(8)**2 - 64) + x**2*(-512*tan(8) - 512*tan(8)**3) + x**3*(-4096*tan(8)**4 - 16384*tan(8)**2/3 - 4096/3 + 9*tan(8)) + x**4*(72 + 72*tan(8)**2 - 65536*tan(8)/3 - 163840*tan(8)**3/3 - 32768*tan(8)**5)
-(6*x**3-2)*sinh(-4*x**3+4)-exp(-5*x**2/2)-sinh(2*x**2+1)	2*sinh(4) - 1 - sinh(1) + x**2*(5/2 - 2*cosh(1)) + x**3*(-8*cosh(4) - 6*sinh(4)) + x**4*(-25/8 - 2*sinh(1))
(8*x**2/2)*tanh(-2*x-4)/(2*x**3/5)*sin(-4*x+7)	-10*sin(7)*tanh(4)/x + 40*cos(7)*tanh(4) + 20*sin(7)*tanh(4)**2 - 20*sin(7) + x*(-80*cos(7)*tanh(4)**2 - 40*sin(7)*tanh(4)**3 + 80*cos(7) + 120*sin(7)*tanh(4)) + x**2*(-800*cos(7)*tanh(4)/3 - 800*sin(7)*tanh(4)**2/3 + 80*sin(7)*tanh(4)**4 + 160*cos(7)*tanh(4)**3 + 560*sin(7)/3) + x**3*(-1600*sin(7)*tanh(4)/3 - 320*cos(7) - 320*cos(7)*tanh(4)**4 - 160*sin(7)*tanh(4)**5 + 1760*sin(7)*tanh(4)**3/3 + 640*cos(7)*tanh(4)**2) + x**4*(-4480*cos(7)*tanh(4)**3/3 - 1280*sin(7)*tanh(4)**4 - 1408*sin(7)/3 + 320*sin(7)*tanh(4)**6 + 640*cos(7)*tanh(4)**5 + 2816*cos(7)*tanh(4)/3 + 4288*sin(7)*tanh(4)**2/3)
sinh(-4*x**3-1)/tanh(8*x-7)+(3*x**2/9)*cosh(5*x**2)	sinh(1)/tanh(7) + x*(-8*tanh(7) + 8/tanh(7))*sinh(1)/tanh(7) + x**2*((-64*tanh(7)**2 + (-8/tanh(7) + 8*tanh(7))**2 + 64)*sinh(1)/tanh(7) + 1/3) + x**3*((-512*tanh(7)**3 - 512/(3*tanh(7)) - (-8/tanh(7) + 8*tanh(7))**3 + 2*(-64 + 64*tanh(7)**2)*(-8/tanh(7) + 8*tanh(7)) + 2048*tanh(7)/3)*sinh(1)/tanh(7) + 4*cosh(1)/tanh(7)) + x**4*(4*(-8*tanh(7) + 8/tanh(7))*cosh(1)/tanh(7) + (-4096*tanh(7)**4 - 8192/3 + (-8/tanh(7) + 8*tanh(7))**4 - 3*(-64 + 64*tanh(7)**2)*(-8/tanh(7) + 8*tanh(7))**2 + (-64 + 64*tanh(7)**2)**2 + 2*(-8/tanh(7) + 8*tanh(7))*(-2048*tanh(7)/3 + 512/(3*tanh(7)) + 512*tanh(7)**3) + 20480*tanh(7)**2/3)*sinh(1)/tanh(7))
(2*x**3/2)*tanh(-4*x**3/3)+exp(5*x**2+1)	E + 5*E*x**2 + 25*E*x**4/2
exp(-5*x**2-9)+(6*x**3+7)*cos(-3*x**3/7)	7 + exp(-9) - 5*x**2*exp(-9) + 6*x**3 + 25*x**4*exp(-9)/2
(3*x-1)*exp(-4*x-7)	-exp(-7) + 7*x*exp(-7) - 20*x**2*exp(-7) + 104*x**3*exp(-7)/3 - 128*x**4*exp(-7)/3
-exp(-2*x+3)-(4*x**2)*sin(-8*x**3-9)-(2*x**2)*sinh(5*x**3/8)	-exp(3) + 2*x*exp(3) + x**2*(-2*exp(3) + 4*sin(9)) + 4*x**3*exp(3)/3 - 2*x**4*exp(3)/3
tan(-2*x/6)+ln(8*x**2+6)	log(6) - x/3 + 4*x**2/3 - x**3/81 - 8*x**4/9
-tan(-2*x**3/4)+(6*x+4)*tanh(4*x**2+3)+(6*x/9)*tan(5*x**3+5)	4*tanh(3) + x*(2*tan(5)/3 + 6*tanh(3)) + x**2*(16 - 16*tanh(3)**2) + x**3*(49/2 - 24*tanh(3)**2) + x**4*(-64*tanh(3) + 10/3 + 10*tan(5)**2/3 + 64*tanh(3)**3)
-exp(-2*x+7)/cos(-7*x/4)	-exp(7) + 2*x*exp(7) - 113*x**2*exp(7)/32 + 211*x**3*exp(7)/48 - 11639*x**4*exp(7)/2048
(8*x+7)*exp(8*x**3+4)	7*exp(4) + 8*x*exp(4) + 56*x**3*exp(4) + 64*x**4*exp(4)
(8*x**3/6)*exp(-3*x-3)	4*x**3*exp(-3)/3 - 4*x**4*exp(-3)
cos(-8*x**2-6)	cos(6) - 8*x**2*sin(6) - 32*x**4*cos(6)
(4*x**3+2)*cos(-2*x+7)	2*cos(7) + 4*x*sin(7) - 4*x**2*cos(7) + x**3*(-8*sin(7)/3 + 4*cos(7)) + x**4*(4*cos(7)/3 + 8*sin(7))
tan(-9*x**3+7)	tan(7) + x**3*(-9 - 9*tan(7)**2)
(7*x/5)*exp(-5*x**3+3)+(8*x/8)*cos(-7*x**2-8)	x*(cos(8) + 7*exp(3)/5) - 7*x**3*sin(8) - 7*x**4*exp(3)
-exp(-6*x**3/4)-cosh(5*x**3-1)	-1 - cosh(1) + x**3*(3/2 + 5*sinh(1))
-(7*x**3-6)*cos(3*x-9)	6*cos(9) + 18*x*sin(9) - 27*x**2*cos(9) + x**3*(-27*sin(9) - 7*cos(9)) + x**4*(81*cos(9)/4 - 21*sin(9))
-(8*x**3+5)*ln(6*x**3+1)	-30*x**3
ln(5*x**3/2)-tanh(5*x**3-9)	tanh(9) + log(5/2) + 3*log(x) + x**3*(-5 + 5*tanh(9)**2)
-(3*x+3)*sinh(5*x/3)-tanh(4*x**3/8)/(3*x**2/4)*sin(-8*x**2-3)	x*(-5 + 2*sin(3)/3) - 5*x**2 + x**3*(16*cos(3)/3 - 125/54) - 125*x**4/54
-(3*x**3-5)*tanh(3*x+4)	5*tanh(4) + x*(15 - 15*tanh(4)**2) + x**2*(-45*tanh(4) + 45*tanh(4)**3) + x**3*(-135*tanh(4)**4 - 45 - 3*tanh(4) + 180*tanh(4)**2) + x**4*(-675*tanh(4)**3 - 9 + 9*tanh(4)**2 + 270*tanh(4) + 405*tanh(4)**5)
cosh(4*x**3-8)-(9*x**3/9)*tan(2*x**3/8)+exp(3*x**3/9)	cosh(8) + 1 + x**3*(1/3 - 4*sinh(8))
(7*x**2-1)*exp(5*x**2/4)/cosh(6*x**2/9)/(3*x**2+7)*tanh(-4*x-7)	tanh(7)/7 + x*(4/7 - 4*tanh(7)**2/7) + x**2*(-621*tanh(7)/196 + 16*tanh(7)**3/7) + x**3*(-64*tanh(7)**4/7 - 967/147 + 2311*tanh(7)**2/147) + x**4*(-11036*tanh(7)**3/147 + 256*tanh(7)**5/7 + 3725297*tanh(7)/98784)
-(5*x**2-5)*ln(-9*x+7)	5*log(7) - 45*x/7 + x**2*(-5*log(7) - 405/98) + 990*x**3/343 + 6885*x**4/9604
exp(9*x**3+5)/(2*x**2+4)*cos(-2*x**2-8)	exp(5)*cos(8)/4 + x**2*(-exp(5)*sin(8)/2 - exp(5)*cos(8)/8) + 9*x**3*exp(5)*cos(8)/4 + x**4*(-7*exp(5)*cos(8)/16 + exp(5)*sin(8)/4)
-exp(-7*x**3)	-1 + 7*x**3
tan(4*x**2+1)+(7*x**2/3)*tanh(-6*x-1)	tan(1) + x**2*(-7*tanh(1)/3 + 4 + 4*tan(1)**2) + x**3*(-14 + 14*tanh(1)**2) + x**4*(-84*tanh(1)**3 + 16*tan(1) + 16*tan(1)**3 + 84*tanh(1))
(7*x**3-5)*tan(4*x+9)-(6*x**3/8)*cosh(2*x/3)/tanh(3*x**2-5)	-5*tan(9) + x*(-20 - 20*tan(9)**2) + x**2*(-80*tan(9)**3 - 80*tan(9)) + x**3*(-320/3 - 1280*tan(9)**2/3 - 320*tan(9)**4 + 7*tan(9) + 3/(4*tanh(5))) + x**4*(28*tan(9)**2 - 1280*tan(9)**5 + 28 - 6400*tan(9)**3/3 - 2560*tan(9)/3)
cosh(-8*x**3-3)+(9*x**3-4)*exp(9*x**2)	cosh(3) - 4 - 36*x**2 + x**3*(9 + 8*sinh(3)) - 162*x**4
-(3*x+1)*exp(2*x+1)-(2*x**2+3)*exp(-6*x-3)	-3*exp(-3) - E + x*(-5*E + 18*exp(-3)) + x**2*(-8*E - 56*exp(-3)) + x**3*(-22*E/3 + 120*exp(-3)) + x**4*(-14*E/3 - 198*exp(-3))
(5*x-3)*sin(-9*x**2/6)	9*x**2/2 - 15*x**3/2
-sin(-6*x**3/2)	3*x**3
(7*x+3)*ln(3*x**2+1)+exp(-8*x**3-9)/cos(-5*x/7)	exp(-9) + x**2*(25*exp(-9)/98 + 9) + x**3*(21 - 8*exp(-9)) + x**4*(-27/2 + 3125*exp(-9)/57624)
(8*x**3/8)*exp(-3*x**2/2)+tanh(-6*x**2/3)/cos(-2*x**3+6)	-2*x**2/cos(6) + x**3
tanh(-7*x**2-1)/(9*x**3-2)*ln(4*x**3/5)	log(2)*tanh(1) - log(5)*tanh(1)/2 + 3*log(x)*tanh(1)/2 + x**2*(-21*log(x)*tanh(1)**2/2 + 21*log(x)/2 - 7*log(5)/2 - 7*log(2)*tanh(1)**2 + 7*log(5)*tanh(1)**2/2 + 7*log(2)) + x**3*(27*log(x)*tanh(1)/4 - 9*log(5)*tanh(1)/4 + 9*log(2)*tanh(1)/2) + x**4*(-147*log(x)*tanh(1)/2 + 147*log(x)*tanh(1)**3/2 - 49*log(2)*tanh(1) - 49*log(5)*tanh(1)**3/2 + 49*log(2)*tanh(1)**3 + 49*log(5)*tanh(1)/2)
exp(-3*x**3/9)	1 - x**3/3
exp(-3*x**2+3)	exp(3) - 3*x**2*exp(3) + 9*x**4*exp(3)/2
(4*x**3/9)*exp(-7*x**3/3)/exp(-5*x**2/9)/(3*x**2+8)*cosh(8*x-1)	x**3*cosh(1)/18 - 4*x**4*sinh(1)/9
(3*x**3+9)*tanh(2*x**3/2)/cosh(-5*x-7)	9*x**3/cosh(7) - 45*x**4*sinh(7)/cosh(7)**2
(3*x**2+5)*cos(-5*x**2/3)-tan(6*x**3+5)+(7*x**2+7)*exp(-9*x**2/6)	12 - tan(5) - x**2/2 + x**3*(-6*tan(5)**2 - 6) - 689*x**4/72
-sin(6*x**2+1)/ln(6*x/6)+tan(-4*x-4)	-sin(1)/log(x) - tan(4) + x*(-4*tan(4)**2 - 4) + x**2*(-16*tan(4)**3 - 16*tan(4) - 6*cos(1)/log(x)) + x**3*(-64*tan(4)**4 - 256*tan(4)**2/3 - 64/3) + x**4*(-1280*tan(4)**3/3 - 256*tan(4)**5 - 512*tan(4)/3 + 18*sin(1)/log(x))
sin(2*x/9)+exp(-5*x-6)/(5*x**2+5)*sinh(2*x**3+4)	exp(-6)*sinh(4)/5 + x*(-exp(-6)*sinh(4) + 2/9) + 23*x**2*exp(-6)*sinh(4)/10 + x**3*(-19*exp(-6)*sinh(4)/6 - 4/2187 + 2*exp(-6)*cosh(4)/5) + x**4*(-2*exp(-6)*cosh(4) + 349*exp(-6)*sinh(4)/120)
-(9*x**2+4)*cos(3*x**2+1)+(2*x**3-5)*tan(9*x**3/6)	-4*cos(1) + x**2*(-9*cos(1) + 12*sin(1)) - 15*x**3/2 + x**4*(18*cos(1) + 27*sin(1))
-(5*x**2/4)*tanh(5*x**2-7)	5*x**2*tanh(7)/4 + x**4*(-25/4 + 25*tanh(7)**2/4)
(8*x-9)*sinh(-3*x**3-9)	9*sinh(9) - 8*x*sinh(9) + 27*x**3*cosh(9) - 24*x**4*cosh(9)
tan(3*x**2-4)/exp(-5*x**3-8)	-exp(8)*tan(4) + x**2*(3*exp(8) + 3*exp(8)*tan(4)**2) - 5*x**3*exp(8)*tan(4) + x**4*(-9*exp(8)*tan(4)**3 - 9*exp(8)*tan(4))
-(5*x-5)*sinh(6*x**3/8)/(5*x+1)*cosh(6*x-7)-(3*x-6)*exp(-2*x**2+5)	6*exp(5) - 3*x*exp(5) - 12*x**2*exp(5) + x**3*(6*exp(5) + 15*cosh(7)/4) + x**4*(-45*cosh(7)/2 - 45*sinh(7)/2 + 12*exp(5))
(2*x**2)*tanh(-7*x**2+5)/tan(-8*x/8)+exp(4*x+1)	E + x*(-2*tanh(5) + 4*E) + 8*E*x**2 + x**3*(-14*tanh(5)**2 + 2*tanh(5)/3 + 14 + 32*E/3) + 32*E*x**4/3
-(2*x/6)*exp(-9*x**2-5)+(2*x**2/8)*exp(-3*x**2)	-x*exp(-5)/3 + x**2/4 + 3*x**3*exp(-5) - 3*x**4/4
(2*x**2+6)*exp(-2*x**3/3)+sin(-2*x**2-2)/(4*x**3+5)*exp(-3*x**3-7)	6 - exp(-7)*sin(2)/5 + x**2*(-2*exp(-7)*cos(2)/5 + 2) + x**3*(-4 + 19*exp(-7)*sin(2)/25) + 2*x**4*exp(-7)*sin(2)/5
(7*x**3/7)*cosh(8*x**3/8)	x**3
-(3*x+7)*tanh(-3*x**2+4)/sinh(-2*x**2+3)/(6*x**3+2)*sin(6*x**2/9)	-7*x**2*tanh(4)/(3*sinh(3)) - x**3*tanh(4)/sinh(3) + x**4*(-7*tanh(4)**2/sinh(3) - 14*cosh(3)*tanh(4)/(3*sinh(3)**2) + 7/sinh(3))
exp(-2*x-6)	exp(-6) - 2*x*exp(-6) + 2*x**2*exp(-6) - 4*x**3*exp(-6)/3 + 2*x**4*exp(-6)/3
-(3*x**2+2)*cos(8*x**2+6)	-2*cos(6) + x**2*(16*sin(6) - 3*cos(6)) + x**4*(24*sin(6) + 64*cos(6))
(8*x**2+1)*exp(6*x**3+2)-exp(-7*x**2/9)-tan(-7*x/8)	exp(2) - 1 + 7*x/8 + x**2*(7/9 + 8*exp(2)) + x**3*(343/1536 + 6*exp(2)) - 49*x**4/162
cos(4*x+5)-(5*x**3+4)*tan(-2*x**2)-exp(-4*x**3-9)	cos(5) - exp(-9) - 4*x*sin(5) + x**2*(8 - 8*cos(5)) + x**3*(32*sin(5)/3 + 4*exp(-9)) + 32*x**4*cos(5)/3
(8*x+5)*exp(4*x**3+2)	5*exp(2) + 8*x*exp(2) + 20*x**3*exp(2) + 32*x**4*exp(2)
-(5*x/8)*tan(-5*x**2/6)+cos(7*x**3-2)/cos(-8*x**2/9)	cos(2) + x**3*(25/48 + 7*sin(2)) + 32*x**4*cos(2)/81
(7*x**2+8)*tan(3*x**3-3)+(5*x/4)*exp(9*x-3)	-8*tan(3) + 5*x*exp(-3)/4 + x**2*(45*exp(-3)/4 - 7*tan(3)) + x**3*(24*tan(3)**2 + 405*exp(-3)/8 + 24) + 1215*x**4*exp(-3)/8
-(9*x-7)*sinh(-4*x+4)-(6*x**2+9)*exp(2*x**2-5)/(5*x+5)*tan(3*x**3)	7*sinh(4) + x*(-28*cosh(4) - 9*sinh(4)) + x**2*(36*cosh(4) + 56*sinh(4)) + x**3*(-224*cosh(4)/3 - 72*sinh(4) - 27*exp(-5)/5) + x**4*(27*exp(-5)/5 + 224*sinh(4)/3 + 96*cosh(4))
sin(-6*x+3)+tan(-8*x-5)-(2*x**2/3)*sinh(6*x**2+9)	-tan(5) + sin(3) + x*(-8*tan(5)**2 - 8 - 6*cos(3)) + x**2*(-2*sinh(9)/3 - 18*sin(3) - 64*tan(5) - 64*tan(5)**3) + x**3*(-512*tan(5)**4 - 2048*tan(5)**2/3 - 512/3 + 36*cos(3)) + x**4*(-4*cosh(9) + 54*sin(3) - 8192*tan(5)/3 - 20480*tan(5)**3/3 - 4096*tan(5)**5)
(8*x**3/3)*cosh(9*x**2/3)	8*x**3/3
(6*x**3/7)*sinh(3*x**2)	O(x**5)
-(5*x-7)*ln(5*x**3/9)+exp(-5*x**2-7)	7*log(5) + exp(-7) - 14*log(3) + 21*log(x) + x*(-15*log(x) - 5*log(5) + 10*log(3)) - 5*x**2*exp(-7) + 25*x**4*exp(-7)/2
(9*x**2/3)*sinh(6*x**2+9)/(3*x**2-8)*exp(2*x**3/4)	-3*x**2*sinh(9)/8 + x**4*(-9*cosh(9)/4 - 9*sinh(9)/64)
cos(7*x**2+1)/(6*x-9)*tanh(9*x-4)	cos(1)*tanh(4)/9 + x*(-cos(1) + 2*cos(1)*tanh(4)/27 + cos(1)*tanh(4)**2) + x**2*(-725*cos(1)*tanh(4)/81 - 7*sin(1)*tanh(4)/9 - 2*cos(1)/3 + 2*cos(1)*tanh(4)**2/3 + 9*cos(1)*tanh(4)**3) + x**3*(-968*cos(1)*tanh(4)**2/9 - 7*sin(1)*tanh(4)**2 - 1450*cos(1)*tanh(4)/243 - 14*sin(1)*tanh(4)/27 + 6*cos(1)*tanh(4)**3 + 7*sin(1) + 239*cos(1)/9 + 81*cos(1)*tanh(4)**4) + x**4*(-1211*cos(1)*tanh(4)**3 - 63*sin(1)*tanh(4)**3 - 1936*cos(1)*tanh(4)**2/27 - 14*sin(1)*tanh(4)**2/3 + 14*sin(1)/3 + 478*cos(1)/27 + 54*cos(1)*tanh(4)**4 + 5075*sin(1)*tanh(4)/81 + 698819*cos(1)*tanh(4)/1458 + 729*cos(1)*tanh(4)**5)
-(7*x**3+3)*exp(3*x**3+5)+(9*x-7)*exp(-9*x)/exp(8*x+7)	-7*exp(-7) - 3*exp(5) + 128*x*exp(-7) - 2329*x**2*exp(-7)/2 + x**3*(-16*exp(5) + 21097*exp(-7)/3) - 761515*x**4*exp(-7)/24
tanh(-2*x/8)+cosh(7*x**2+4)	cosh(4) - x/4 + 7*x**2*sinh(4) + x**3/192 + 49*x**4*cosh(4)/2
-tan(8*x/9)	-8*x/9 - 512*x**3/2187
-exp(5*x-7)-(5*x+7)*sinh(4*x+4)	-exp(-7) - 7*sinh(4) + x*(-28*cosh(4) - 5*sinh(4) - 5*exp(-7)) + x**2*(-56*sinh(4) - 20*cosh(4) - 25*exp(-7)/2) + x**3*(-224*cosh(4)/3 - 40*sinh(4) - 125*exp(-7)/6) + x**4*(-224*sinh(4)/3 - 160*cosh(4)/3 - 625*exp(-7)/24)
sin(2*x**3-3)/exp(-7*x**2+9)+(7*x**2)*sinh(4*x/6)	-exp(-9)*sin(3) - 7*x**2*exp(-9)*sin(3) + x**3*(2*exp(-9)*cos(3) + 14/3) - 49*x**4*exp(-9)*sin(3)/2
-exp(6*x**3-6)	-exp(-6) - 6*x**3*exp(-6)
exp(3*x-9)	exp(-9) + 3*x*exp(-9) + 9*x**2*exp(-9)/2 + 9*x**3*exp(-9)/2 + 27*x**4*exp(-9)/8
sin(4*x)+tanh(-3*x**2/3)-exp(6*x**3/8)	-1 + 4*x - x**2 - 137*x**3/12
